"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"newsroom-template:ch.lead-taken.midseason","ch.lead-taken.midseason","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","championshipLeadTaken","","","","{subject} hits the front of the title race","careerUniverse","newsroom:ch.lead-taken.midseason","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[1]"
"newsroom-template:ch.lead-taken.opener","ch.lead-taken.opener","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","championshipLeadTaken","","","","First blood: {subject} leads the championship from day one","careerUniverse","newsroom:ch.lead-taken.opener","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[0]"
"newsroom-template:ch.lead-taken.pressure","ch.lead-taken.pressure","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","championshipLeadTaken","","","","The heaviest trophy: what the lead now asks of {subject}","careerUniverse","newsroom:ch.lead-taken.pressure","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[2]"
"newsroom-template:ch.lead-taken.smgp","ch.lead-taken.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","championshipLeadTaken","","","","NEW LEADER: {subject} TAKES THE TOP OF THE LADDER","careerUniverse","newsroom:ch.lead-taken.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[4]"
"newsroom-template:ch.preview.1960s","ch.preview.1960s","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonStarted","","","","The {year} season opens: form, machinery and expectation","careerUniverse","newsroom:ch.preview.1960s","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[25]"
"newsroom-template:ch.preview.2010s","ch.preview.2010s","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonStarted","","","","{year} is live: everything you need before lights out","careerUniverse","newsroom:ch.preview.2010s","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[26]"
"newsroom-template:ch.preview.smgp","ch.preview.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonStarted","","","","SEASON {season} START: PRESS START TO RACE","careerUniverse","newsroom:ch.preview.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[27]"
"newsroom-template:ch.review.1960s","ch.review.1960s","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonCompleted","","","","The {year} season closes its account","careerUniverse","newsroom:ch.review.1960s","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[28]"
"newsroom-template:ch.review.smgp","ch.review.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","seasonCompleted","","","","SEASON {season} COMPLETE","careerUniverse","newsroom:ch.review.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[29]"
"newsroom-template:ch.showdown.1960s","ch.showdown.1960s","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","finalRoundShowdown","","","","The championship goes to the final meeting","careerUniverse","newsroom:ch.showdown.1960s","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[13]"
"newsroom-template:ch.showdown.preview","ch.showdown.preview","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","finalRoundShowdown","","","","One round. {gap} points. Everything.","careerUniverse","newsroom:ch.showdown.preview","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[12]"
"newsroom-template:ch.showdown.smgp","ch.showdown.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","finalRoundShowdown","","","","FINAL STAGE: THE CROWN IS DECIDED AT THE LAST ROUND","careerUniverse","newsroom:ch.showdown.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[14]"
"newsroom-template:ch.tightens.1980s","ch.tightens.1980s","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleFightTightens","","","","GAME ON! Title gap down to {gap}","careerUniverse","newsroom:ch.tightens.1980s","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[10]"
"newsroom-template:ch.tightens.arithmetic","ch.tightens.arithmetic","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleFightTightens","","","","{gap} points: the title race is now a knife fight","careerUniverse","newsroom:ch.tightens.arithmetic","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[9]"
"newsroom-template:ch.tightens.smgp","ch.tightens.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleFightTightens","","","","TITLE FIGHT ALERT: {gap} POINTS IN IT","careerUniverse","newsroom:ch.tightens.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[11]"
"newsroom-template:ch.title-lost.postmortem","ch.title-lost.postmortem","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleRaceLost","","","","The arithmetic closes: {player's} title bid is over","careerUniverse","newsroom:ch.title-lost.postmortem","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[18]"
"newsroom-template:ch.title-lost.smgp","ch.title-lost.smgp","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleRaceLost","","","","CROWN OUT OF REACH FOR {subject}","careerUniverse","newsroom:ch.title-lost.smgp","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/032-championship.json","templates[19]"
"newsroom-template:champion.crowned","champion.crowned","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","championCrowned","","","","{subject} is the {year} World Champion","careerUniverse","newsroom:champion.crowned","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[33]"
"newsroom-template:clinch.early","clinch.early","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","titleClinchedEarly","","","","CHAMPION: {subject} seals the {year} title with rounds to spare","careerUniverse","newsroom:clinch.early","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[31]"
"newsroom-template:died.tragedy","died.tragedy","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","playerDied","","","","In memoriam: {subject}","careerUniverse","newsroom:died.tragedy","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[53]"
"newsroom-template:dnf.driver-error","dnf.driver-error","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","retiredDriverError","","","","{subject} out of round {round} after an error","careerUniverse","newsroom:dnf.driver-error","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[16]"
"newsroom-template:dnf.mechanical","dnf.mechanical","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","retiredMechanical","","","","Machinery fails {subject}[[?venue: at {venue}]]","careerUniverse","newsroom:dnf.mechanical","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[15]"
"newsroom-template:dominant.pole-to-flag","dominant.pole-to-flag","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","dominantDisplay","","","","Untouchable: {subject} converts pole into victory","careerUniverse","newsroom:dominant.pole-to-flag","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[43]"
"newsroom-template:driver-retired.farewell","driver-retired.farewell","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","driverRetired","","","","{subject} calls time on a racing career","careerUniverse","newsroom:driver-retired.farewell","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/010-core.json","templates[50]"
"newsroom-template:ec.bankruptcy.report","ec.bankruptcy.report","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","bankruptcyDeclared","","","","{team} is bankrupt: the Dynasty ends","careerUniverse","newsroom:ec.bankruptcy.report","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[10]"
"newsroom-template:ec.bankruptcy.retrospective","ec.bankruptcy.retrospective","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","bankruptcyDeclared","","","","The team that ran out of road","careerUniverse","newsroom:ec.bankruptcy.retrospective","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[11]"
"newsroom-template:ec.brink.card","ec.brink.card","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","nearBankruptcy","","","","{team} on the financial brink","careerUniverse","newsroom:ec.brink.card","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[4]"
"newsroom-template:ec.brink.feature","ec.brink.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","nearBankruptcy","","","","Racing on empty: inside {team}'s survival weekend","careerUniverse","newsroom:ec.brink.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[5]"
"newsroom-template:ec.development.card","ec.development.card","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","developmentMilestone","","","","{team}'s development programme reaches its ceiling","careerUniverse","newsroom:ec.development.card","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[8]"
"newsroom-template:ec.development.feature","ec.development.feature","NEWS","NEWSROOM_TEMPLATE","TEMPLATE_BASED","shared","","","developmentMilestone","","","","Bought speed: the {team} upgrade story","careerUniverse","newsroom:ec.development.feature","","","Explicit News placeholder frame and era texture; no article art key is projected","News lead; featured cards; story list; bookmarks; search; article reader","True","CONDITIONAL_ON_DETECTED_EVENT","","","","","","","NO_ASSET_FIELD","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","MISSING_ASSET_FIELD|EXPLICIT_PLACEHOLDER|GENERIC_FALLBACK|UNIVERSAL_FALLBACK_OVERUSE","P0","Stage B: assign a deterministic context-aware editorial art pool by event, season, team, driver, venue, and stable story key.","True","NewsStoryProjection copies text/editorial metadata for NewsroomArticle but leaves TrackArtKey, DriverPortraitKey, TeamArtKey, and CarArtKey empty.","data/rules/newsroom/039-economy.json","templates[9]"
